Date,Price,Open,High,Low,Volume,Chg%
"Jun 19, 2023","59,043","59,126","59,260","59,005",6.09K,-0.35%
"Jun 16, 2023","59,249","59,250","59,427","59,156",9.35K,0.00%
"Jun 15, 2023","59,249","59,100","59,275","58,600",16.41K,0.00%
"Jun 14, 2023","59,249","59,294","59,390","59,105",11.39K,0.05%
"Jun 13, 2023","59,222","59,680","59,800","59,151",15.37K,-0.63%
"Jun 12, 2023","59,595","59,680","59,850","59,484",9.12K,-0.30%
"Jun 09, 2023","59,777","59,805","60,040","59,676",7.82K,-0.05%
"Jun 08, 2023","59,809","59,550","59,950","59,410",14.35K,0.50%
"Jun 07, 2023","59,511","59,900","60,025","59,410",14.68K,-0.65%
"Jun 06, 2023","59,902","59,773","59,998","59,701",8.00K,0.24%
"Jun 05, 2023","59,759","59,588","60,200","59,200",11.53K,0.27%
"Jun 02, 2023","59,601","60,449","60,449","59,601",0.06K,-0.72%
"Jun 01, 2023","60,033","60,100","60,718","59,696",0.35K,-0.36%
"May 31, 2023","60,252","59,868","60,368","59,834",0.32K,0.68%
"May 30, 2023","59,845","58,900","59,946","58,900",3.45K,0.82%
"May 29, 2023","59,358","59,450","59,599","59,250",8.79K,-0.12%
"May 26, 2023","59,430","59,570","59,690","59,301",9.04K,-0.11%
"May 25, 2023","59,493","59,752","60,000","59,411",11.03K,-0.71%
"May 24, 2023","59,918","60,288","60,395","59,797",10.44K,-0.50%
"May 23, 2023","60,220","60,033","60,271","59,774",11.25K,-0.08%
"May 22, 2023","60,271","60,485","60,510","60,140",7.43K,-0.20%
"May 19, 2023","60,389","59,748","60,492","59,748",12.69K,1.06%
"May 18, 2023","59,758","60,148","60,170","59,621",12.49K,-0.72%
"May 17, 2023","60,189","60,389","60,420","60,010",9.46K,-0.15%
"May 16, 2023","60,280","60,938","60,980","60,200",14.19K,-1.16%
"May 15, 2023","60,987","60,740","61,081","60,740",7.71K,0.24%
"May 12, 2023","60,843","60,849","61,031","60,532",14.97K,-0.07%
"May 11, 2023","60,886","61,228","61,450","60,801",18.62K,-0.52%
"May 10, 2023","61,207","61,265","61,571","60,957",16.02K,-0.25%
"May 09, 2023","61,359","60,916","61,390","60,906",11.89K,0.73%
"May 08, 2023","60,916","60,750","61,042","60,750",9.01K,0.19%
"May 05, 2023","60,799","61,899","61,899","60,200",0.11K,-1.43%
"May 04, 2023","61,683","61,374","61,898","61,150",0.18K,1.00%
"May 03, 2023","61,073","60,925","61,146","60,700",0.19K,0.47%
"May 02, 2023","60,787","60,050","60,861","59,900",0.71K,1.35%
"May 01, 2023","59,979","60,170","60,449","59,900",1.49K,-0.13%
"Apr 28, 2023","60,057","59,888","60,124","59,741",7.03K,0.24%
"Apr 27, 2023","59,913","60,100","60,248","59,605",9.71K,0.11%
"Apr 26, 2023","59,849","60,085","60,300","59,805",10.02K,-0.46%
"Apr 25, 2023","60,123","59,980","60,195","59,701",11.51K,0.33%
"Apr 24, 2023","59,928","59,652","59,978","59,575",8.50K,0.20%
"Apr 21, 2023","59,810","60,311","60,373","59,565",17.11K,-0.96%
"Apr 20, 2023","60,389","59,932","60,549","59,932",10.30K,0.36%
"Apr 19, 2023","60,172","60,323","60,384","59,627",17.27K,-0.26%
"Apr 18, 2023","60,331","60,050","60,499","60,007",11.38K,0.47%
"Apr 17, 2023","60,051","60,050","60,444","59,764",13.50K,-0.16%
"Apr 14, 2023","60,145","60,986","60,986","59,918",14.07K,-1.38%
"Apr 13, 2023","60,987","60,498","61,142","60,461",14.93K,0.97%
"Apr 12, 2023","60,404","60,390","60,822","60,151",14.07K,0.20%
"Apr 11, 2023","60,281","59,980","60,350","59,961",9.79K,0.69%
"Apr 10, 2023","59,867","60,012","60,200","59,730",10.30K,-0.68%
"Apr 06, 2023","60,276","60,500","60,580","60,075",10.85K,-0.15%
"Apr 05, 2023","60,366","60,599","60,949","60,100",0.35K,-0.11%
"Apr 04, 2023","60,435","59,558","60,625","59,558",0.16K,1.40%
"Apr 03, 2023","59,600","59,750","59,760","59,031",0.29K,0.48%
"Mar 31, 2023","59,314","59,312","59,670","59,247",0.89K,-0.13%
"Mar 30, 2023","59,389","59,044","59,456","58,891",2.69K,0.66%
"Mar 29, 2023","58,997","58,899","59,089","58,665",8.70K,0.02%
"Mar 28, 2023","58,986","58,657","59,051","58,463",8.91K,0.84%
"Mar 27, 2023","58,496","59,257","59,257","58,401",12.46K,-1.23%
"Mar 24, 2023","59,226","59,410","59,892","59,141",15.16K,-0.35%
"Mar 23, 2023","59,436","58,769","59,490","58,769",13.20K,1.28%
"Mar 22, 2023","58,684","58,515","58,772","58,380",10.09K,0.28%
"Mar 21, 2023","58,520","59,472","59,632","58,474",16.82K,-1.52%
"Mar 20, 2023","59,424","59,317","60,320","59,120",24.58K,0.33%
"Mar 17, 2023","59,231","58,250","59,295","58,066",16.73K,2.22%
"Mar 16, 2023","57,942","58,186","58,430","57,800",14.10K,-0.55%
"Mar 15, 2023","58,263","57,420","58,557","57,015",20.00K,1.47%
"Mar 14, 2023","57,417","57,001","57,678","57,000",11.66K,-0.21%
"Mar 13, 2023","57,539","56,216","57,600","56,216",18.78K,2.56%
"Mar 10, 2023","56,101","55,257","56,147","55,253",13.84K,1.50%
"Mar 09, 2023","55,272","54,987","55,395","54,819",9.13K,0.58%
"Mar 08, 2023","54,955","55,010","55,140","54,888",7.21K,-0.22%
"Mar 07, 2023","55,077","55,655","55,677","55,050",7.90K,-1.21%
"Mar 06, 2023","55,752","55,605","55,986","55,605",6.39K,-0.23%
"Mar 03, 2023","55,879","55,999","56,029","55,710",0.06K,-0.06%
"Mar 02, 2023","55,915","55,935","56,050","55,100",0.17K,-0.24%
"Mar 01, 2023","56,047","55,990","56,144","55,799",0.11K,0.60%
"Feb 28, 2023","55,714","55,549","55,999","55,325",0.38K,0.48%
"Feb 27, 2023","55,447","55,503","55,540","55,341",2.61K,-0.16%
"Feb 24, 2023","55,535","55,794","55,794","55,486",6.66K,-0.17%
"Feb 23, 2023","55,630","56,000","56,000","55,566",6.19K,-0.77%
"Feb 22, 2023","56,060","56,103","56,350","55,963",6.30K,-0.17%
"Feb 21, 2023","56,157","56,181","56,285","56,000",6.39K,-0.08%
"Feb 20, 2023","56,202","56,194","56,339","56,181",3.51K,-0.05%
"Feb 17, 2023","56,232","56,348","56,348","55,737",9.20K,0.01%
"Feb 16, 2023","56,229","56,235","56,280","55,929",8.92K,0.14%
"Feb 15, 2023","56,151","56,634","56,634","56,103",10.49K,-0.93%
"Feb 14, 2023","56,679","56,560","56,949","56,367",16.32K,0.34%
"Feb 13, 2023","56,486","56,759","56,839","56,466",7.87K,-0.40%
"Feb 10, 2023","56,711","56,740","56,800","56,465",10.53K,-0.15%
"Feb 09, 2023","56,797","57,117","57,281","56,690",9.66K,-0.58%
"Feb 08, 2023","57,128","57,188","57,303","56,930",7.56K,-0.08%
"Feb 07, 2023","57,175","57,000","57,269","56,888",9.07K,0.44%
"Feb 06, 2023","56,926","56,690","57,076","56,665",10.03K,-0.87%
"Feb 03, 2023","57,424","57,962","57,990","57,202",0.09K,-0.50%
"Feb 02, 2023","57,710","58,299","58,895","57,700",0.21K,0.19%
"Feb 01, 2023","57,599","56,879","58,100","56,800",0.64K,1.29%
"Jan 31, 2023","56,864","56,700","56,935","56,460",1.04K,0.19%
"Jan 30, 2023","56,754","56,760","57,001","56,588",4.85K,-0.06%
"Jan 27, 2023","56,789","56,730","56,895","56,500",10.21K,-0.13%
"Jan 25, 2023","56,865","56,895","56,929","56,650",6.58K,-0.03%
"Jan 24, 2023","56,881","56,815","57,000","56,633",9.07K,0.31%
"Jan 23, 2023","56,705","56,610","56,799","56,385",8.71K,0.24%
"Jan 20, 2023","56,569","56,540","56,768","56,507",6.48K,0.22%
"Jan 19, 2023","56,443","56,299","56,470","56,187",7.67K,0.40%
"Jan 18, 2023","56,220","56,289","56,492","56,073",9.60K,-0.15%
"Jan 17, 2023","56,306","56,230","56,430","56,230",6.77K,-0.19%
"Jan 16, 2023","56,414","56,295","56,460","56,262",5.51K,0.34%
"Jan 13, 2023","56,224","55,845","56,253","55,800",11.81K,0.76%
"Jan 12, 2023","55,801","55,700","55,920","55,550",8.85K,0.29%
"Jan 11, 2023","55,641","55,655","55,855","55,472",7.34K,0.00%
"Jan 10, 2023","55,642","55,849","55,879","55,580",6.97K,-0.27%
"Jan 09, 2023","55,792","55,952","56,077","55,721",8.18K,0.29%
"Jan 06, 2023","55,628","55,303","55,700","55,205",9.17K,1.01%
"Jan 05, 2023","55,071","56,107","56,107","54,997",0.74K,-1.11%
"Jan 04, 2023","55,688","55,600","55,821","55,555",0.45K,0.56%
"Jan 03, 2023","55,380","55,419","55,820","55,264",1.59K,0.66%
"Jan 02, 2023","55,016","54,900","55,029","54,898",0.55K,0.43%
"Dec 30, 2022","54,779","54,634","54,869","54,516",2.94K,0.25%
"Dec 29, 2022","54,642","54,308","54,691","54,235",8.04K,0.59%
"Dec 28, 2022","54,324","54,451","54,505","54,124",5.09K,-0.41%
"Dec 27, 2022","54,546","54,293","54,880","54,219",6.98K,0.58%
"Dec 26, 2022","54,230","54,070","54,281","54,050",2.78K,0.23%
"Dec 23, 2022","54,104","54,089","54,249","54,000",5.23K,0.07%
"Dec 22, 2022","54,066","54,650","54,733","54,005",10.85K,-1.13%
"Dec 21, 2022","54,684","54,527","54,849","54,501",5.82K,0.26%
"Dec 20, 2022","54,541","53,955","54,650","53,955",9.99K,1.10%
"Dec 19, 2022","53,945","54,100","54,222","53,863",5.44K,-0.02%
"Dec 16, 2022","53,957","53,855","54,065","53,690",7.31K,0.30%
"Dec 15, 2022","53,795","54,073","54,131","53,580",10.79K,-1.00%
"Dec 14, 2022","54,340","54,449","54,529","54,252",6.18K,-0.07%
"Dec 13, 2022","54,376","53,875","54,599","53,810",11.97K,1.09%
"Dec 12, 2022","53,791","53,802","53,957","53,721",5.81K,-0.29%
"Dec 09, 2022","53,950","53,860","54,085","53,704",8.68K,0.39%
"Dec 08, 2022","53,741","53,646","53,866","53,614",5.37K,0.14%
"Dec 07, 2022","53,665","53,444","53,715","53,401",6.29K,0.41%
"Dec 06, 2022","53,446","53,500","53,598","53,256",6.84K,0.27%
"Dec 05, 2022","53,300","53,646","53,735","53,000",0.16K,-0.09%
"Dec 02, 2022","53,346","53,246","53,544","53,130",0.14K,0.01%
"Dec 01, 2022","53,339","52,768","53,593","52,723",0.28K,1.73%
"Nov 30, 2022","52,434","52,464","52,634","52,360",0.65K,0.15%
"Nov 29, 2022","52,357","52,237","52,525","52,210",3.16K,0.40%
"Nov 28, 2022","52,148","52,280","52,669","52,111",9.45K,-0.45%
"Nov 25, 2022","52,386","52,550","52,580","52,274",5.57K,-0.21%
"Nov 24, 2022","52,494","52,375","52,549","52,375",5.96K,0.45%
"Nov 23, 2022","52,259","52,000","52,296","52,000",9.68K,0.19%
"Nov 22, 2022","52,161","52,248","52,384","52,129",8.40K,-0.08%
"Nov 21, 2022","52,201","52,401","52,515","52,066",8.75K,-0.57%
"Nov 18, 2022","52,501","52,750","52,844","52,411",8.10K,-0.37%
"Nov 17, 2022","52,698","52,854","52,854","52,626",8.27K,-0.35%
"Nov 16, 2022","52,883","52,711","52,999","52,701",11.39K,0.64%
"Nov 15, 2022","52,545","52,615","52,850","52,501",15.08K,-0.11%
"Nov 14, 2022","52,601","52,274","52,672","52,217",10.44K,0.62%
"Nov 11, 2022","52,275","52,033","52,451","52,002",13.18K,0.47%
"Nov 10, 2022","52,033","51,469","52,139","51,469",15.54K,1.09%
"Nov 09, 2022","51,474","51,568","51,680","51,315",11.72K,-0.21%
"Nov 08, 2022","51,581","50,752","51,648","50,615",15.49K,1.34%
"Nov 07, 2022","50,901","50,717","51,029","50,717",9.68K,0.57%
"Nov 04, 2022","50,615","50,048","50,650","50,048",0.11K,1.48%
"Nov 03, 2022","49,876","50,185","50,217","49,815",0.05K,-1.07%
"Nov 02, 2022","50,414","50,376","50,740","50,346",0.35K,0.33%
"Nov 01, 2022","50,250","50,094","50,450","50,093",0.19K,0.36%
"Oct 31, 2022","50,070","49,964","50,194","49,920",6.35K,0.23%
"Oct 28, 2022","49,956","50,458","50,495","49,824",10.97K,-0.98%
"Oct 27, 2022","50,450","50,411","50,550","50,330",8.99K,0.08%
"Oct 26, 2022","50,411","50,500","50,560","50,361",4.41K,0.12%
"Oct 25, 2022","50,353","50,292","50,525","50,087",9.11K,0.07%
"Oct 24, 2022","50,319","50,355","50,449","50,270",1.11K,-0.08%
"Oct 21, 2022","50,361","49,901","50,388","49,616",17.15K,0.85%
"Oct 20, 2022","49,938","49,875","50,168","49,856",10.02K,-0.09%
"Oct 19, 2022","49,981","50,063","50,233","49,856",9.05K,-0.42%
"Oct 18, 2022","50,192","50,219","50,293","50,084",7.20K,-0.08%
"Oct 17, 2022","50,231","50,169","50,474","50,105",8.78K,0.33%
"Oct 14, 2022","50,067","50,551","50,731","49,982",14.44K,-1.08%
"Oct 13, 2022","50,615","50,696","50,920","50,200",16.46K,-0.19%
"Oct 12, 2022","50,713","50,563","50,805","50,550",7.65K,-0.32%
"Oct 11, 2022","50,874","50,800","50,980","50,548",11.16K,0.01%
"Oct 10, 2022","50,871","51,453","51,453","50,763",15.00K,-1.63%
"Oct 07, 2022","51,716","51,678","51,872","51,421",14.32K,0.01%
"Oct 06, 2022","51,711","51,500","51,799","51,500",12.58K,0.68%
"Oct 05, 2022","51,361","51,263","51,390","51,115",6.57K,0.46%
"Oct 04, 2022","51,127","50,801","51,698","50,800",0.01K,1.76%
"Oct 03, 2022","50,245","50,120","50,550","50,088",0.01K,0.43%
"Sep 30, 2022","50,029","49,920","50,200","49,910",0.10K,0.25%
"Sep 29, 2022","49,902","49,709","49,923","49,542",0.56K,0.35%
"Sep 28, 2022","49,726","49,008","49,773","48,888",13.39K,1.15%
"Sep 27, 2022","49,160","49,215","49,365","49,035",14.68K,0.10%
"Sep 26, 2022","49,110","49,200","49,621","49,050",13.78K,-0.55%
"Sep 23, 2022","49,382","49,952","50,017","49,251",13.95K,-1.15%
"Sep 22, 2022","49,955","49,338","50,140","49,257",16.90K,1.07%
"Sep 21, 2022","49,428","49,202","49,548","49,155",15.99K,0.43%
"Sep 20, 2022","49,218","49,470","49,569","49,157",8.85K,-0.29%
"Sep 19, 2022","49,361","49,390","49,463","49,125",8.75K,-0.18%
"Sep 16, 2022","49,451","49,213","49,545","49,008",16.47K,0.12%
"Sep 15, 2022","49,394","50,020","50,020","49,258",21.40K,-1.41%
"Sep 14, 2022","50,101","50,174","50,220","50,075",11.57K,-0.26%
"Sep 13, 2022","50,233","50,678","50,678","50,090",19.97K,-0.91%
"Sep 12, 2022","50,696","50,553","50,844","50,453",12.83K,0.21%
"Sep 09, 2022","50,592","50,545","50,783","50,435",11.78K,0.32%
"Sep 08, 2022","50,429","50,546","50,825","50,281",11.95K,-0.28%
"Sep 07, 2022","50,570","50,310","50,596","50,068",10.29K,0.43%
"Sep 06, 2022","50,354","50,610","50,774","50,323",8.52K,-0.49%
"Sep 05, 2022","50,604","50,900","50,900","50,300",0.00K,0.58%
"Sep 02, 2022","50,313","50,275","50,390","50,275",0.00K,0.29%
"Sep 01, 2022","50,169","50,280","50,351","49,990",0.15K,-0.69%
"Aug 31, 2022","50,520","50,499","50,702","50,415",0.11K,-0.36%
"Aug 30, 2022","50,701","51,073","51,141","50,610",2.38K,-0.94%
"Aug 29, 2022","51,181","51,092","51,317","50,855",6.30K,-0.12%
"Aug 26, 2022","51,242","51,578","51,638","51,175",7.33K,-0.75%
"Aug 25, 2022","51,628","51,499","51,816","51,499",10.73K,0.29%
"Aug 24, 2022","51,480","51,363","51,581","51,319",5.22K,0.04%
"Aug 23, 2022","51,458","51,232","51,565","51,130",7.92K,0.47%
"Aug 22, 2022","51,217","51,451","51,468","51,060",8.29K,-0.58%
"Aug 19, 2022","51,517","51,697","51,697","51,453",5.93K,-0.24%
"Aug 18, 2022","51,642","51,600","51,851","51,600",7.36K,0.15%
"Aug 17, 2022","51,563","51,821","51,944","51,507",9.05K,-0.50%
"Aug 16, 2022","51,821","52,225","52,455","51,765",11.11K,-1.21%
"Aug 12, 2022","52,456","52,280","52,480","52,195",7.62K,0.40%
"Aug 11, 2022","52,246","52,065","52,400","51,903",9.13K,0.12%
"Aug 10, 2022","52,184","52,350","52,485","52,105",10.09K,-0.38%
"Aug 09, 2022","52,383","52,274","52,479","52,184",4.66K,0.38%
"Aug 08, 2022","52,183","51,902","52,231","51,734",8.69K,1.05%
"Aug 05, 2022","51,641","51,935","51,965","51,525",0.06K,-0.31%
"Aug 04, 2022","51,802","51,713","51,903","51,713",0.01K,1.14%
"Aug 03, 2022","51,216","51,250","51,375","51,137",0.07K,-0.11%
"Aug 02, 2022","51,274","51,438","51,527","51,100",0.23K,0.03%
"Aug 01, 2022","51,260","51,899","51,899","51,023",1.35K,-0.20%
"Jul 29, 2022","51,365","51,443","51,467","51,166",5.68K,0.18%
"Jul 28, 2022","51,274","50,900","51,345","50,876",9.83K,1.09%
"Jul 27, 2022","50,722","50,589","50,760","50,525",6.96K,0.22%
"Jul 26, 2022","50,612","50,580","50,735","50,501",6.64K,0.09%
"Jul 25, 2022","50,567","50,735","50,826","50,475",8.69K,-0.30%
"Jul 22, 2022","50,720","50,420","50,912","50,380",11.08K,0.58%
"Jul 21, 2022","50,427","50,255","50,527","49,770",18.51K,0.23%
"Jul 20, 2022","50,309","50,386","50,530","50,280",7.83K,-0.17%
"Jul 19, 2022","50,395","50,419","50,540","50,300",7.05K,-0.12%
"Jul 18, 2022","50,457","50,210","50,670","50,210",11.42K,0.49%
"Jul 15, 2022","50,212","50,305","50,387","50,051",11.80K,-0.22%
"Jul 14, 2022","50,323","50,750","50,786","50,166",16.02K,-1.03%
"Jul 13, 2022","50,849","50,550","50,980","50,200",16.59K,0.63%
"Jul 12, 2022","50,532","50,755","50,825","50,512",10.23K,-0.35%
"Jul 11, 2022","50,709","50,790","50,916","50,675",7.13K,-0.24%
"Jul 08, 2022","50,832","50,710","51,030","50,411",12.50K,0.28%
"Jul 07, 2022","50,691","50,741","50,909","50,607",9.49K,0.22%
"Jul 06, 2022","50,581","51,448","51,595","50,515",18.62K,-3.17%
"Jul 05, 2022","52,238","52,766","52,766","51,999",0.02K,0.83%
"Jul 04, 2022","51,808","52,597","52,597","51,421",0.13K,-0.80%
"Jul 01, 2022","52,227","51,520","53,675","51,188",0.15K,2.97%
"Jun 30, 2022","50,719","50,850","51,038","50,590",0.43K,-0.23%
"Jun 29, 2022","50,836","50,790","51,171","50,740",2.87K,0.02%
"Jun 28, 2022","50,824","50,770","50,930","50,728",7.01K,0.28%
"Jun 27, 2022","50,681","50,753","50,945","50,608",7.91K,0.13%
"Jun 24, 2022","50,614","50,580","50,715","50,442",8.27K,0.01%
"Jun 23, 2022","50,608","50,808","51,007","50,575",12.73K,-0.57%
"Jun 22, 2022","50,898","50,738","51,098","50,541",14.35K,0.24%
"Jun 21, 2022","50,775","50,850","50,945","50,685",7.27K,0.05%
"Jun 20, 2022","50,748","50,847","50,933","50,711",5.74K,-0.15%
"Jun 17, 2022","50,824","50,889","51,130","50,800",10.68K,-0.24%
"Jun 16, 2022","50,945","50,775","51,040","50,317",16.96K,1.02%
"Jun 15, 2022","50,433","50,398","50,830","50,272",14.22K,0.36%
"Jun 14, 2022","50,251","50,630","50,680","50,200",10.82K,-0.85%
"Jun 13, 2022","50,682","51,457","51,633","50,600",19.29K,-1.86%
"Jun 10, 2022","51,645","50,893","51,725","50,460",23.68K,1.32%
"Jun 09, 2022","50,971","51,047","51,095","50,805",8.08K,-0.13%
"Jun 08, 2022","51,036","50,865","51,103","50,835",7.54K,0.21%
"Jun 07, 2022","50,929","50,822","51,030","50,680",9.20K,0.11%
"Jun 06, 2022","50,871","51,087","51,120","50,820",7.55K,-0.81%
"Jun 03, 2022","51,287","52,030","52,030","51,030",0.04K,0.41%
"Jun 02, 2022","51,078","50,900","51,296","50,900",0.01K,1.14%
"Jun 01, 2022","50,504","50,650","50,849","50,317",0.15K,-0.82%
"May 31, 2022","50,924","50,880","51,280","50,755",0.34K,0.03%
"May 30, 2022","50,908","51,097","51,115","50,835",3.00K,-0.10%
"May 27, 2022","50,961","50,950","51,108","50,863",10.05K,0.20%
"May 26, 2022","50,858","50,800","50,918","50,615",7.05K,0.08%
"May 25, 2022","50,815","51,100","51,143","50,700",10.61K,-0.65%
"May 24, 2022","51,146","50,875","51,239","50,875",9.99K,0.42%
"May 23, 2022","50,934","50,854","51,165","50,827",10.01K,0.18%
"May 20, 2022","50,842","50,551","50,886","50,514",11.76K,0.52%
"May 19, 2022","50,579","50,344","50,780","50,085",15.31K,0.68%
"May 18, 2022","50,235","50,159","50,395","49,910",13.46K,0.00%
"May 17, 2022","50,237","50,398","50,550","50,191",11.21K,-0.11%
"May 16, 2022","50,291","50,095","50,338","49,660",12.98K,0.69%
"May 13, 2022","49,944","50,300","50,302","49,747",12.48K,-0.61%
"May 12, 2022","50,249","50,877","51,057","50,200",14.27K,-1.21%
"May 11, 2022","50,862","50,575","50,920","50,365",14.93K,0.39%
"May 10, 2022","50,662","51,052","51,150","50,584",13.11K,-0.71%
"May 09, 2022","51,026","51,395","51,416","50,975",12.93K,-0.69%
"May 06, 2022","51,381","50,953","51,543","50,953",14.58K,-0.53%
"May 05, 2022","51,653","51,699","51,900","51,240",0.01K,1.61%
"May 04, 2022","50,836","50,882","50,970","50,804",0.03K,-0.36%
"May 03, 2022","51,022","52,300","52,300","50,660",0.08K,0.38%
"May 02, 2022","50,831","51,201","51,920","50,575",0.69K,-1.89%
"Apr 29, 2022","51,809","51,600","51,987","51,553",1.99K,0.81%
"Apr 28, 2022","51,391","51,224","51,450","51,000",9.19K,0.07%
"Apr 27, 2022","51,357","51,693","51,693","51,223",9.73K,-0.58%
"Apr 26, 2022","51,655","51,528","51,800","51,473",9.14K,0.38%
"Apr 25, 2022","51,462","52,125","52,125","51,380",13.73K,-1.51%
"Apr 22, 2022","52,250","52,349","52,630","52,102",15.49K,-0.20%
"Apr 21, 2022","52,356","52,498","52,498","52,101",12.11K,-0.27%
"Apr 20, 2022","52,499","52,511","52,545","52,183",12.71K,-0.20%
"Apr 19, 2022","52,603","53,000","53,259","52,507",15.29K,-0.94%
"Apr 18, 2022","53,104","52,950","53,478","52,950",13.89K,0.59%
"Apr 14, 2022","52,793","52,805","52,911","52,400",7.84K,-0.15%
"Apr 13, 2022","52,871","52,619","52,925","52,580",9.29K,0.41%
"Apr 12, 2022","52,656","52,100","52,764","52,100",15.37K,1.29%
"Apr 11, 2022","51,985","51,999","52,521","51,840",15.75K,0.25%
"Apr 08, 2022","51,854","51,622","51,969","51,515",12.00K,0.33%
"Apr 07, 2022","51,681","51,450","51,760","51,398",9.94K,0.48%
"Apr 06, 2022","51,433","51,339","51,645","51,158",13.16K,-0.36%
"Apr 05, 2022","51,619","51,300","52,200","51,127",0.34K,0.76%
"Apr 04, 2022","51,229","51,209","51,306","50,950",0.19K,-0.07%
"Apr 01, 2022","51,264","51,531","51,605","51,200",0.20K,-0.71%
"Mar 31, 2022","51,633","51,100","51,788","50,906",0.43K,1.16%
"Mar 30, 2022","51,042","50,930","51,343","50,735",5.64K,0.62%
"Mar 29, 2022","50,730","51,292","51,296","50,340",17.87K,-1.38%
"Mar 28, 2022","51,442","51,602","51,747","51,257",13.95K,-0.47%
"Mar 25, 2022","51,687","51,924","51,924","51,542",10.90K,-0.30%
"Mar 24, 2022","51,841","51,666","51,922","51,504",17.16K,0.51%
"Mar 23, 2022","51,580","51,238","51,620","51,103",11.74K,0.70%
"Mar 22, 2022","51,219","51,595","51,842","50,980",16.20K,-0.63%
"Mar 21, 2022","51,546","51,390","51,722","51,283",11.70K,0.32%
"Mar 18, 2022","51,383","51,550","51,670","51,296",7.07K,-0.41%
"Mar 17, 2022","51,597","51,400","51,750","51,318",14.70K,0.96%
"Mar 16, 2022","51,105","51,400","51,476","51,000",16.21K,-0.81%
"Mar 15, 2022","51,522","51,900","52,009","51,202",25.68K,-1.37%
"Mar 14, 2022","52,238","52,613","52,750","52,061",22.34K,-1.12%
"Mar 11, 2022","52,828","53,001","53,148","52,227",34.03K,-0.67%
"Mar 10, 2022","53,183","52,680","53,439","52,410",33.01K,0.87%
"Mar 09, 2022","52,724","54,663","55,000","52,589",48.04K,-2.63%
"Mar 08, 2022","54,146","53,467","55,428","53,340",51.93K,1.28%
"Mar 07, 2022","53,461","52,558","53,938","52,558",32.76K,2.27%
"Mar 04, 2022","52,274","51,752","52,448","51,366",0.12K,1.37%
"Mar 03, 2022","51,569","51,351","51,725","51,250",0.04K,0.85%
"Mar 02, 2022","51,133","51,684","51,811","51,020",0.22K,-0.84%
"Mar 01, 2022","51,565","51,168","51,696","50,843",0.50K,2.05%
"Feb 28, 2022","50,530","50,680","50,970","50,246",2.20K,0.98%
"Feb 25, 2022","50,039","51,180","51,180","49,888",11.19K,-2.65%
"Feb 24, 2022","51,403","50,360","52,635","50,360",24.78K,2.34%
"Feb 23, 2022","50,226","50,186","50,269","49,850",8.40K,0.08%
"Feb 22, 2022","50,186","50,150","50,577","49,961",15.45K,0.38%
"Feb 21, 2022","49,998","50,100","50,100","49,713",9.24K,-0.07%
"Feb 18, 2022","50,034","49,922","50,178","49,760",11.36K,-0.48%
"Feb 17, 2022","50,277","49,482","50,381","49,482",16.18K,1.48%
"Feb 16, 2022","49,546","49,332","49,598","49,182",9.16K,0.43%
"Feb 15, 2022","49,332","49,950","50,250","49,157",16.14K,-0.99%
"Feb 14, 2022","49,827","49,180","49,915","49,152",11.92K,1.64%
"Feb 11, 2022","49,024","48,694","49,048","48,560",9.90K,0.32%
"Feb 10, 2022","48,867","48,550","48,936","48,400",10.51K,0.60%
"Feb 09, 2022","48,575","48,396","48,600","48,327",9.23K,0.48%
"Feb 08, 2022","48,345","48,185","48,394","48,106",7.95K,0.37%
"Feb 07, 2022","48,168","47,950","48,181","47,925",7.88K,0.18%
"Feb 04, 2022","48,081","48,009","48,900","47,953",0.03K,0.41%
"Feb 03, 2022","47,884","47,980","48,070","47,500",0.07K,-0.34%
"Feb 02, 2022","48,049","48,151","48,151","47,915",0.63K,0.17%
"Feb 01, 2022","47,966","48,509","48,509","47,501",0.45K,0.26%
"Jan 31, 2022","47,840","47,652","47,904","47,564",2.30K,0.39%
"Jan 28, 2022","47,652","47,833","48,039","47,517",6.98K,-0.67%
"Jan 27, 2022","47,974","48,701","48,701","47,880",10.78K,-1.77%
"Jan 25, 2022","48,836","48,560","48,888","48,527",9.16K,0.62%
"Jan 24, 2022","48,537","48,270","48,597","48,255",11.20K,0.61%
"Jan 21, 2022","48,243","48,394","48,501","48,125",9.81K,-0.27%
"Jan 20, 2022","48,372","48,368","48,538","48,296",8.93K,0.01%
"Jan 19, 2022","48,368","47,934","48,399","47,922",13.01K,0.92%
"Jan 18, 2022","47,926","47,920","48,034","47,790",10.82K,0.04%
"Jan 17, 2022","47,908","47,814","47,970","47,806",4.65K,0.22%
"Jan 14, 2022","47,803","47,800","47,989","47,780",12.53K,0.09%
"Jan 13, 2022","47,759","47,794","47,926","47,671",9.07K,-0.09%
"Jan 12, 2022","47,802","47,650","47,848","47,643",9.53K,0.23%
"Jan 11, 2022","47,694","47,550","47,712","47,492",9.95K,0.47%
"Jan 10, 2022","47,471","47,400","47,523","47,333",11.65K,-0.02%
"Jan 07, 2022","47,481","47,501","47,570","47,300",12.49K,-0.04%
"Jan 06, 2022","47,499","48,030","48,030","47,450",18.24K,-0.99%
"Jan 05, 2022","47,974","47,924","48,099","47,872",0.09K,0.44%
"Jan 04, 2022","47,763","47,730","47,842","47,402",0.08K,0.61%
